text,Gold Label
"Tulsi fact checks Mayor Pete on careless statements about our military: ""You were asked directly whether you would send our troops to Mexico to fight cartels and your answer was yes. The fact checkers can check this out."" - TULSI2020 #TulsiGabbard https://t.co/8v0GtXSJIc","military, foreign policy"
"There is no other candidate in the race who is consistently committed to all issues of social justice - uplifting women’s rights, housing issues, immigrants’ stories and needs, and more. 

We need @JulianCastro in this race and as the Democratic nominee. #Julián2020 https://t.co/LoPrqmnUIt","social cultural, economic, immigration"
Impeachment Poll numbers are starting to drop like a rock now that people are understanding better what this whole Democrat Scam is all about!,governance
The president has been behind the curve throughout this whole response. He’s talking about yesterday rather than where we need to be tomorrow. The president needs to stop talking and start rallying government action with the urgency and ambition this moment demands.,no topic
https://t.co/11nzKwOCtU,no topic
"Snapshot of @amyklobuchar in NH:

- virtually tied for 2nd in new Emerson poll

- welcomed back by dozens of supporters at 3:30 AM

- kicking off week of NH stops with GOTV events in Concord, Portsmouth, and Nashua 

- the only 3 primary newspaper endorsements fresh off the press https://t.co/IFXQ1zucN1",no topic
"Obama’s FBI did not break rules or policies. They broke laws. 

They did not make mistakes.
They committed crimes.",no topic
We are going to overturn President Trump’s racist and disgusting Muslim ban.,"social cultural, foreign policy, immigration"
"Delaniacs, rejoice! @JohnDelaney called Sam yesterday to prove he's the most fit candidate for the job. You can join Team Delaney in Full Frontal'$ Totally Unrigged Primary now! https://t.co/RXdznxZhIA",no topic
".@TomSteyer surging in the Palmetto State. #SteyerSurge

“These are the highest numbers we’ve seen for Tom Steyer in any of our 2020 polls,” Change Research co-founder Pat Reilly said. 

https://t.co/2tcAGkPFiA",no topic
"Where is the Whistleblower, and why did he or she write such a fictitious and incorrect account of my phone call with the Ukrainian President? Why did the IG allow this to happen? Who is the so-called Informant (Schiff?) who was so inaccurate? A giant Scam!",governance
https://t.co/pJIK3brju8,no topic
"The Trump administration has ignored the threat posed by white nationalists and violent extremists—and Trump himself has stoked the flames. In a Warren administration, we will use every tool we have to defeat domestic terrorism. Here's my plan: https://t.co/Llf6CjFePg","safety, social cultural"
"I will speak up for my constituents in Tennessee who have had enough of this impeachment charade and want Congress to actually help improve their lives. #TNSpeaksUp 
@DesJarlaisTN04 @RepChuck @RepJohnRose @RepTimBurchett @DrPhilRoe @RepDavidKustoff https://t.co/RR7schFTJV",governance
@_itsneel_ @vrin_davan @abewilliamsdp Thank you so much. For your support and beautiful words.  Aloha!!,no topic
Let's remind our country who we are at our best. https://t.co/W1mv6eDskc,no topic
"y’all, the u of m doesn’t start classes again until tuesday.

this is the crew that came through to vote early today for @BernieSanders.

if this is students on break, just wait until they’re back on campus. https://t.co/V9DYs6C67o",no topic
"Hoy, al honrar la vida y el legado del activista César Chávez, también agradecemos a los más de 2 millones de trabajadores agrícolas que están en primera línea, trabajando para mantener a los estadounidenses alimentados y sanos durante esta pandemia. https://t.co/MNl59g81OV",no topic
"Do we really want a general election between two New York billionaires? 

Mike responds: ""Who's the other one?"" https://t.co/cDX9RQfkbl",no topic
https://t.co/nJBvFD1fGD,no topic
🤯👏👏👏 https://t.co/2SMGrp9uez,no topic
"I don't see deplorables, I see fellow Americans worthy of respect even when we disagree strongly. I will restore a WH w/ compassion &amp; respect for all regardless of race, religion, orientation, gender or political affiliation https://t.co/OWw8khQEb5 #TULSI2020 #DemDebate https://t.co/HaaUzpsr1q",social cultural
"For too long, workers have suffered under Republican policies designed to confine the majority of this country’s wealth to only the richest pockets. Workers need a seat at the table as we reimagine a prosperous, healthy America together. https://t.co/W0SQwa8zjF",economic
"Just four years ago, the establishment said our ideas were “too radical.” Now millions of people are standing together in the struggle for justice. Join us in Keene, NH with @twiddlemusic and @Sunflower_Bean: https://t.co/njfsYrm8zt",no topic
"Corporate elites and the billionaire class have too much power over working people, and we're going to change that. Join us tonight in Des Moines for the March to End Corporate Greed! RSVP here: https://t.co/MqeXzSxZI2 https://t.co/FeltY8fHFV",economic
They were just upset that I demanded they pay their fair share for NATO. Their countries are delinquent. I raised $530 Billion more from NATO countries! Thank you Charles. https://t.co/1klX5GtK8r,foreign policy
Enthusiastic crowd in Salt Lake City this AM for @MikeBloomberg! #GetItDone https://t.co/AfdUsuuFrc,no topic
We'll end unchecked corporate concentration that is holding back new and small businesses and the economies of entire communities. We’ll spur competition by strengthening enforcement &amp; promoting competition to create more opportunity for all.,economic
"The evidence presented before the House was both deeply upsetting and damning. Donald Trump took an oath to preserve, protect and defend the Constitution—and he has abdicated that responsibility. Thank you, Madam Speaker, for handling this process with the seriousness it demands.",governance
Early childhood is a critical phase for children. We know that the bulk of a child’s brain development happens before age 5. Investing early in a child’s life pays off. Mike will #GetItDone: https://t.co/tiSsNscXso https://t.co/GGqcugMjHx,no topic
"Together we will deliver the day where your race has no bearing on your health, your wealth, your access to education, or your experience with law enforcement.","social cultural, health, economic, education, safety"
"Answering the call, it's what we do. 

#USNSMercy Arrives in Los Angeles in #COVID19 response - https://t.co/lPkSZd4JLH https://t.co/CT6DOWlHdk","COVID, health"
"Congratulations to Sports Illustrated staff for organizing @si_union with @nyguild. I hope other workers in media follow their example and join a union. Now more than ever, we need a strong labor movement across all industries. https://t.co/IAY9Wxp7og",economic
Rep. @AnnMcLaneKuster is acting on hope—and you can too: https://t.co/HMgQosJ83z https://t.co/uKzC2FKsLc,no topic
"@VeganAri @MikkoAlanne Thank you, Ari! Feels like it was just yesterday. To many more years together. ♥️",no topic
"Today the USA and Japan signed 2 new trade agreements 🇺🇸 🇯🇵

1) Agricultural Agt: +90% of US ag imports into Japan will be duty free or have pref tariff access (American beef, pork, wheat, ethanol etc)

2) Digital Trade Agt follows USMCA with gold standard rules for digital trade https://t.co/lv9sDOMVmO","foreign policy, economic"
"Dana, you are the real deal! https://t.co/nAGDnP1RDp",no topic
"Debate summary in one picture. A whole lot of yelling and then there’s @amyklobuchar 
(h/t @Amy_Siskind) https://t.co/dI6dP8c2cn",no topic
"Every woman should be able to make decisions about their own health regardless of their income. The urgency of this moment demands we act to end Hyde, and it calls on us to deliver reproductive justice for all women. #BeBoldEndHyde","health, economic, social cultural, governance"
Big day for JUSTICE. Congratulations John! https://t.co/iyCpcaqmmG,no topic
"#WithTheseHands we will elect Bernie Sanders. 

#WithTheseHands we will change the world.
 https://t.co/sarPi6GxF7",no topic
"Veterans deserve both our respect and our promise to take care of them and their families. Today and always, I’m thinking of our brave servicemembers and their great sacrifices made in the service of the United States of America. #VeteransDay https://t.co/RpIpBqKs5W",military
https://t.co/gbiwDilQAW,no topic
Returning now from a very productive weekend at Camp David with @realDonaldTrump and a few of my @HouseGOP colleagues. The man never slows down or sleeps. It’s incredible. A lot of work on coronavirus response and other important topics to make our great nation even stronger.,"COVID, health"
"27 counties. 4 days. 

COUNTY 1 on our #ForAllOfAmerica bus tour: Henry County, Iowa! Sharing my message from last night’s debate: what unites us is far stronger than what divides us and we must beat Donald Trump in 2020. https://t.co/aPWEuJftDd",no topic
"Tomorrow afternoon, I'll be hosting a town hall on how COVID-19 is impacting women — and I'll be joined by a special guest. Tune in at 3 PM ET to watch: https://t.co/xk0GcSpr50 https://t.co/nw44aea7UP","social cultural, COVID, health"
"Elections are happening today in Arizona, Florida, and Illinois. I encourage folks to vote by mail or curbside vote if you can. If you vote in person, please wash your hands, don’t touch your face, and stay 6’ from others in line. Learn more: https://t.co/yzZZp4uKFk","governance, COVID"
"In Opinion

Tali Farhadian Weinstein, the general counsel of the Brooklyn district attorney’s office writes, ""For my family’s first Christmas, America gave us safety, kept us together and offered us a chance at a new life"" https://t.co/RlrlBMczyZ",no topic
"If everyone who supports the campaign gives $10 right now, our conversation will remain in the mix. Please take the time to do this. It will make the difference between whether or not we can continue...(and please spread the word) https://t.co/oEvlC3hjae",no topic
"Whether Bennett, Harris, Castro, Booker, me or anyone else, neither $ nor polls (no transparency there!) nor DNC should be allowed to “narrow the field” before IA or NH. That’s the PURPOSE of primaries! The debates are undemocratic &amp; should only exist if all candidates included.",governance
It’s time to #GOTC in Ames! Tune in for a live look at our rally: https://t.co/CYgVxhH8ej,no topic
"Thank you, @PeteButtigieg. I know you'll continue giving back and serving our country for many years to come.",no topic
Great vibes at @UTforMike 👏 https://t.co/HFfUS5gWlr,no topic
"Every year in France, there's a ceremony that rarely makes headlines.

Ordinary people &amp; families collect sand from Omaha Beach — where Americans lost 2,400 lives on D-Day.

Then, they use it to fill in the letters on their tombstones of the fallen.🌎❤️🇫🇷 
https://t.co/Am7B8jEASu",no topic
"In the past 12 months, the president has become bolder with his lies and law-breaking. He tried to squeeze a foreign government to advance his own personal fortunes. Meanwhile, Republicans in Congress have turned into fawning, spineless defenders of his crimes. #Warren2020","foreign policy, governance"
"NH TOWN HALL 2: Wolfeboro! What a crowd.

Honored to be introduced by Rep. Edie DesMarais. She was the first Democrat in more than 100 years to be elected in this town and she knows the importance of winning big up and down the ballot. We’re ready to go in 2020! https://t.co/O13NGkKIkg",no topic
"Today @MikeBloomberg unveiled a standalone Wildfire Resilience plan - the first &amp; only candidate to address the issue. 

Mike’s strategy invests in a new Wildfire Protection Corps &amp; other initiatives to ensure our communities are resilient &amp; prepared. https://t.co/h2yIZVVKBb https://t.co/bzoOX6BJHt",environmental
"I stand with @hgsuuaw. Grad student workers deserve fair pay, benefits, and labor protections—and it's time for @Harvard to negotiate with them in good faith. https://t.co/PvRnOwoI5b","education, economic"
"Right now, employers are allowed to pay people with disabilities wages as low as 4¢ per hour. This is shameful. People with disabilities have the same rights to fair wages and economic security as everyone else. I'll fight to end the subminimum wage. https://t.co/0sQqwefSAu","economic, social cultural"
"While impeachment consumes the pundits, let's not lose sight of the fact that economic indicators are becoming positive and that's what most Americans care about.  To beat Trump, we need a 2020 candidate who Americans believe can create jobs.  https://t.co/UCeKSDwfW4","governance, economic"
"We have less than 20 days left until the cutoff to get into the next debate in December. We need just under 10,000 more donors to the campaign.

And so I'm asking you—you can give $5, $10, $25—whatever you can give. 

DONATE here: https://t.co/RgvAoevyVE https://t.co/VDdji30I7Q",no topic
“We should not be scared of what will happen if we try. We should be scared of what will happen if we don’t.” –@AOC https://t.co/NZLmwyoRSF,no topic
Donald Trump comparing impeachment to millions of Americans who experience injustice in our criminal justice system is ridiculous and offensive. https://t.co/SGhwhofUwx,"governance, safety"
".@JulianCastro unveils union, workers platform days before Ohio debate

He includes in his proposal the farmworkers, who often are left out of labor protections, as well as domestic workers, like his grandmother. https://t.co/xp7iaGZjPb",economic
Why didn’t John Bolton testify to the US House? Apparently his book wasn’t quite finished yet for presales!,governance
"Fake News, just like the snakes and gators in the moat. The Media is deranged, they have lost their minds! https://t.co/rk26SXj4il",no topic
"“Vote for people who endorse your existence”

Well said brother @EdgarFloresNV 

#TeamWarren https://t.co/pNnfKdCaML",no topic
"To those who are saying “I just want to support someone who can win,” I hope you’ll look at this video. I respectfully submit that I’m the one who can. https://t.co/jRWDxD97Gq",no topic
"Wall Street is scared because the status quo is working great for them—but we know it's not working so great for everyone else. I'm not afraid to fight for a country where everyone can succeed, not just the wealthy and well-connected. https://t.co/Bc3oXYHfnO",economic
"Every vote matters. If you’re in line at the polls, stay in line! #VoteForBernie",governance
"Experience matters. I’m the only one in this race who has gotten anything big done when it comes to health care. As president, I’ll build on Obamacare to ensure every American receives the quality, affordable care they deserve. https://t.co/hIPeFEpFKW","health, social programs"
"4 inconvenient facts for the Democrat impeachment fantasy:

- Call transcript shows zero link between aid and political investigations
- Aid was released WITHOUT any new investigations
- Ukraine didn’t know aid was withheld during the call
- Trump/Zelensky both say: zero pressure","governance, foreign policy"
"This cruel, unnecessary policy will put asylum seekers at risk. Our laws and our values compel us to help those fleeing violence and oppression. I'll reverse this policy and welcome asylum seekers. https://t.co/1ul4h79BL1",immigration
John takes a turn driving Big Blue back to our 40th Trip party. Go Team @JohnDelaney ! https://t.co/9hBSX3tU8x,no topic
"Proud to have participated in @amnestyusa's #AmnestyForum, where we had the opportunity to talk about dismantling racism within ICE, ending private detention centers, and ensuring asylum seekers are granted protection under the law. https://t.co/72F33RRHpg","social cultural, immigration"
Is anyone buying that DimLib’s massive Vote-by-Mail plan is secure? I can confirm that voter rolls are 33% full of moved people/dead people. They will be sending 12 ballots to a home that has been sold 4 times. Old names are active. We can’t accept this fraud. #maga #tcot #kag https://t.co/gKbo4vB2jh,governance
In 2017 more than 120 bills described as anti-LGBTQIA+ were introduced across 30 states and a frightening percentage have become law. We need to pass the Equality Act to give special federal protection to what has become in some cases a targeted community. https://t.co/Yq59P8dDlE,social cultural
One day from Caucus and we are feeling the energy! Thank you Coralville/Iowa City for your support! https://t.co/4EOpykWLG0,no topic
It’s time that Social Security recognized caregiving as work: https://t.co/IVBmNoNCyt https://t.co/lDsK7t1MC2,social programs
"@EdgarFloresNV @BroadacresMEC Thank you so much for walking me around @BroadacresMEC, @EdgarFloresNV! I’m proud to partner with you to ensure that every Nevada family has the opportunity to thrive.",no topic
Back in Iowa today and we are down to the wire with only 32 days left to go until the Iowa Caucus! Registering for the caucus and being to your precinct location on time are incredibly important. Save yourself some time by registering in advance: https://t.co/BdJAjBoQC1,no topic
"I want it said of my candidacy and of my presidency, not only that we strengthened Black America, but that we helped all of America understand that this nation is not what we think it is until equality is real. https://t.co/HaEDgUJ2qy",social cultural
Mike is committed to preparing our country for the climate crisis. That includes protections for communities that are already dealing with the effects of climate change. https://t.co/vurWAldMb4,environmental
"@MrRobertMM In other words, you would prefer a dictatorship to democracy.",governance
"I appreciate this reporter’s swift and honest correction of a misquote on my views of the Obama presidency. From health care to DADT repeal to the rescue of the auto industry, my appreciation of the great leadership of Barack Obama comes from a very personal place. https://t.co/eWvSDtcpTQ","health, military, social cultural, economic"
"Those that use hateful rhetoric and intimidation to influence this election are only driving our country further and further apart.

America deserves better.

Our campaign stands for unity and progress. Join us: https://t.co/EsjnVf1GpI https://t.co/P6B4izMmWc",governance
.@SpeakerPelosi and @RepAdamSchiff are trying to reverse a national election out of fear and hatred of something they don't understand—the voice and will of the people. The American people see right through this!,governance
"@MikeBloomberg To start, Mike’s plan to help veterans &amp; their families in the civilian workforce will:

✅ Help them find jobs
✅ Apply their unique &amp; valuable skill sets to their jobs
✅ Ensure they have the financial know-how &amp; security to thrive

https://t.co/Xcl2OOlX43 https://t.co/R9PKuTaX9C",military
When we fight for what we believe is possible—even if we’ve never seen it before—we can make it happen. https://t.co/4JfIawGhnU,no topic
"This is a crisis. People don't know how they're going to afford to stay in their homes. We need to suspend rent and mortgage payments, evictions, and foreclosures nationwide.","economic, COVID"
"It's also time to ensure our government works for all of us, not just the wealthy and well-connected. I'll end lobbying as we know it—and I'll shut the revolving door between Wall Street and Washington. https://t.co/1UGyTCTLFa",governance
"I am asking you to join this campaign.

Because we need every American who is ready to defeat Donald Trump and launch the era that must come next: https://t.co/sEgMBm4RbN #DemDebate https://t.co/30rDRXOOdL",no topic
"We have made great progress but too many people living with HIV and AIDS are suffering because they can’t afford the medicine they need.

With Medicare for All, we will cap out-of-pocket prescription costs at $200 a year and end price gouging on life-saving drugs. #WorldAIDSDay","health, economic, social programs"
NEW: World Health Organization declares COVID-19 outbreak a global pandemic.,"health, COVID"
"Election security shouldn’t be a partisan issue — this is about the integrity of our democracy. It can’t wait. 
https://t.co/Lrjo9yidHD",governance
I'm honored to be endorsed by @zerohourmvmt. The young people of this country have incredible power when they speak up and get involved. Together we are going to avert the climate crisis and ensure a sustainable future for all. https://t.co/HdFKRoudia,environmental
"Thank you @Morning_Joe for having me on this morning, and sharing my NEW ad! Americans are tired of having a whiner in the White House — I'll lead with an optimistic economic agenda for #AllofAmerica. https://t.co/UK97beIk2M",economic
"final crowd count: 25,872. not a radical idea to say #BerniesBack. https://t.co/2L8apDw3tg",no topic
"The catastrophic scenes from Australia's wildfires should alarm all of us. Climate change is driving even more dangerous and destructive fires across the world, from California to New South Wales—and we must fight together to defeat this crisis. https://t.co/DQMd9O75mt",environmental
"A $500 billion slush fund for corporations with almost no conditions is unacceptable. We have to ensure the help these companies receive goes to their workers — not their CEOs.

It's time for President Trump and Mitch McConnell to put American families first. https://t.co/SWU2bLhCGj",economic
I do not believe we will defeat Donald Trump with a candidate like Joe Biden who supported the Iraq War. https://t.co/8tII7O3Mal,foreign policy
OBAMAGATE! https://t.co/mSmWsbfOWf,no topic
"The Iowa caucus is just three days away and now, more than ever, is the time to get involved and stand against Trump’s corruption and hate. Join our live town hall from Creston, Iowa with @janeosanders and @MMFlint: https://t.co/CpEjLmNymq",no topic
"I’m caucusing for @AmyKlobuchar: working family roots, agriculture &amp; foreign policy experience, electoral success in battleground state, visits to Iowa flood survivors &amp; leader for climate action. Day 1: Paris, Clean Power Plan, Clean Car Standards, submit sweeping climate bill.","foreign policy, environmental"
"Finally, over 100 years since the first anti-lynching bill was introduced in Congress, we stood together, Democrats and Republicans, to pass the Emmett Till Anti-lynching Act, designating lynching as a federal hate crime. https://t.co/RQmEbTNLgs","social cultural, governance, safety"
It is unacceptable that healthcare workers are being forced to treat COVID-19 patients without personal protective equipment (PPE). Donald Trump must immediately invoke the Defense Production Act so that we can speed up the production of PPE for workers. https://t.co/Nfg02hYr1l,"health, COVID, governance"
"Speaker Pelosi just ripped up:

One of our last surviving Tuskegee Airmen.

The survival of a child born at 21 weeks.

The mourning families of Rocky Jones and Kayla Mueller.

A service member's reunion with his family.

That's her legacy.",no topic
"I would be very proud to be the first Jewish president. Together, we will counter the hatred and bigotry of the Trump administration. Thank you @jewsforbernie for standing with us. https://t.co/dznfwQEYsU",social cultural
"In the Senate, I've passed legislation to help avoid drug shortages and lead the efforts to increase pharma competition, and as President, I’ll fight to make sure children — and all patients — have access to lifesaving drugs.
https://t.co/LS9j5U4lZK","governance, health"
"For decades, @RepBobbyRush has spent every day working to improve the lives of his constituents, grow the economy, create jobs and build a stronger middle class. He’s a fighter, and we’re excited he’s joining #TeamBloomberg to defeat Donald Trump. https://t.co/WeKZpC00sy",economic
"Terrible news out of White Settlement, Texas, where churchgoers have experienced another mass shooting. 

We can take steps to reduce these horrific attacks right now—we just need our elected leaders to have the courage to act.
https://t.co/uAv7EoJ4N0",safety
"While 2020 Democrats talk about helping the African American community, @realDonaldTrump has acted:

*Most funding for Black colleges and universities of any president

*Record-low unemployment

*Criminal justice reform

*Opportunity zones

Results matter. #DemDebate","social cultural, education, economic, safety"
Serving my neighbors and leading a city I love has been the privilege of a lifetime. https://t.co/7NJxx3k2ut,no topic
How are you going to pay for that? https://t.co/gkUeAa2XXI,no topic
"“Not me, Us” means building a mass movement for social, economic, and racial justice.

And movement means we carry and care for one another.

Bernie’s fulfilling his duty on impeachment on Friday, so I’m tagging into Iowa. 

Join us in Iowa City this Fri: https://t.co/C4qnQ4LI68 https://t.co/NkYDdkXRvN","social cultural, economic, governance"
Wow! https://t.co/fjngaMPrzb,no topic
"In 2018, we saw the highest voter turnout in a midterm election in fifty years. Women, people of color all ran for office and won big.

We're not just resisting. We're insisting on a better way forward.

As President, I'll continue to move this country in a better direction.",governance
"Mother nature doesn’t wait on an election calendar - so neither can we.

@MikeBloomberg has been in the fight on climate change for more than a decade. As president, he will accelerate our transition to a 100% clean energy economy. https://t.co/47dg72cuFL","environmental, economic"
"A segregationist senator who supported lynching wrote the law criminalizing border crossings. Trump has weaponized it. We must change the law so future administrations don't separate children from their parents. 
https://t.co/7ZtgyRz4jX","safety, immigration, social cultural"
"We can beat Donald Trump—and when the dust settles, I'll fight like hell to make this a country that works for everyone. Watch our new Nevada ad in Spanish. https://t.co/hzQwfR0dZZ",no topic
A football field worth of natural areas disappears to human development every 30 seconds. That's why I am setting a national goal to protect and restore at least 30% of U.S. lands and oceans by 2030. https://t.co/mKGegUhCzJ,environmental
"Yes it is. And anyone who thinks this was ok because they didn’t want @realDonaldTrump to win the election must accept the fact that if something is not done to correct it, America will be fundamentally changed forever. https://t.co/ad46moQ5vw",no topic
"My place on the #DemDebate stage was never a given. It took the hope and support of 65,000 Americans to first earn our spot. Now here we are, the day after the 8th debate with 800,000 donors powering our movement. To all of you, thank you. I am profoundly grateful.",no topic
The principal job of the Commander-In-Chief is to keep America safe—and @ewarren has the judgment to do the job. #DemDebate https://t.co/UgNMXoqceM,no topic
"Raleigh showed up today in force and let us tell you, they’re ready to turn NC blue!

#NClikesMike #RaleighlikesMike https://t.co/S6tQnIhUlS",no topic
"The sit-in at Woolworth’s in Greensboro on Feb. 1, 1960 began a sit-in movement of 70,000 participants and some 3,000 arrests.

60 years later, the fight for racial justice is far from over.

We must honor those leaders and root out racism everywhere it exists. #BlackHistoryMonth https://t.co/cZVoRD4cZ7",social cultural
"Just 8 work days left on Congress' calendar this year.

Instead of attacking @realDonaldTrump, Pelosi should work across the aisle for once and vote on #USMCA.

The American people want it passed!",foreign policy
"Chris Hixon, 49",no topic
Abortion access is a fundamental issue of justice in America. #DemDebate https://t.co/iiwib1bHB2,"health, social cultural"
"Trump's cruel ""Remain in Mexico"" policy put asylum seekers' lives in danger. When I'm president, I'll reverse this cruel policy and ensure that asylum seekers are treated with the dignity and respect that every human being deserves. #RestoreAsylumNow https://t.co/hwD06R8BnG",immigration
"In Trump's failed economy, more than 5,800 stores closed in 2019. #RealSOTU",economic
https://t.co/lv1i00vJkB,no topic
"#AskMarianneAnything - Live from Des Moines, IA! https://t.co/QaCooNqiBI",no topic
"Today, President @realDonaldTrump signed into the law the #CARESAct which will help small businesses stay open, help workers keep their jobs, and provide relief for distressed industries as our Country faces the threat of the Coronavirus together. https://t.co/oXtg6RqS4o","economic, COVID"
This is the team. @PeteButtigieg is the candidate. Tonight is the last #DemDebate before New Hampshire. Tune in at 8PM ET on @ABC. https://t.co/9fh7ADzRGP,no topic
"For all of the political hacks out there, if I hadn’t done my job well, &amp; early, we would have lost 1 1/2 to 2 Million People, as opposed to the 100,000 plus that looks like will be the number. That’s 15 to 20 times more than we will lose. I shut down entry from China very early!","foreign policy, COVID"
"I don’t want us to just go back to where we were before Trump. I want us to ask some hard questions that we as a nation rarely do:

How is health care not a right in the richest country in the world?
Why do one in six of our children go hungry?
Why are 500,000+ people homeless?","health, economic"
"President @realDonaldTrump is leading 5 Democrats for the 2020 presidential election , according to a @USATODAY/ @Suffolk_U poll.

@JoeBiden/ Trump: 41/44

@BernieSanders /Trump: 39/44

@ewarren /Trump: 38/45

@MikeBloomberg/ Trump: 34/43

@PeteButtigieg/ Trump: 33/43",no topic
"Members of Congress shouldn’t act like entitled children, especially with national security information.

Every Representative that entered the SCIF unauthorized should, in the least, be censured by the House.

We need to protect the integrity of the impeachment process. https://t.co/75Eg4THt6k",governance
"U.S. schools are resorting to shameful tactics like threatening to ban students who can't afford meals from prom and graduation.

This cruelty must stop. @BernieSanders and I's bill will reimburse this debt and make sure school meals are universal for students all year long. https://t.co/Cx6yUfz8di","education, health"
"Absolutely @realDonaldTrump !  This has been such an injustice to Gen. Flynn, his family and the American people  - the overall malfeasance in his case is inexcusable and quite the coincidence to cover up the FBI and DOJ misdeeds that they lose the records. Flynn is a patriot https://t.co/yzmPePrBZ3",governance
https://t.co/VXeKiVzpTf,no topic
Gabby is one of the strongest people I know. The resilience she has shown is remarkable. I'm inspired by her courage in turning tragedy into purpose and grateful for her relentless determination to make our country a safer place for all. https://t.co/PHlQy6cxYF,no topic
"Inspiring to see students across the country walking out in solidarity with their undocumented peers. 

There are four days left until the Supreme Court hears arguments on the DACA cases. Join me in donating to support DACA renewals now: https://t.co/DgN2WxYSbm","education, immigration, governance"
"Carmen Schentrup, 16",no topic
Our campaign is built by women like @NinaSophia81—and so are our policies. That's why @PeteButtigieg just unveiled a bold and comprehensive plan for all women: https://t.co/KU5YeD9PfE https://t.co/4VtJUP9RgV,no topic
"We will put a moratorium on deportations and break up ICE so that no family has to live in terror of losing their loved ones. We must stand with our immigrant family and, together, build an immigration system grounded in civil and human rights. https://t.co/gzSG73NosY","immigration, social cultural"
"@PressClubDC Let’s not make any mistake: It is precisely that diverse coalition of Democrats who will ultimately decide which Democrat will win this primary and go up against Donald Trump next year, and it is precisely that coalition we will need to beat Trump next year.",no topic
"This is what our movement looks like,  an amazing canvass launch with @ninaturner @CornelWest and @SusanSarandon in Waterloo Iowa for @BernieSanders at @SchwartzForIowa house with @LogunBuckley #IACaucus https://t.co/gvFJqxYBmJ",no topic
This is the final stretch — the Iowa caucuses are just one day away and we need your help to keep the momentum going. Every phone call and every conversation will make a big difference tomorrow night. Head to https://t.co/0OADrrAOfH to make calls into Iowa. Let’s get to work. https://t.co/ZNUfpBg2B8,no topic
NC’s own Veterans Affairs Director @CooperForNC. A true leader and patriot. https://t.co/Uap2t1hpUX,no topic
"I need your help if we're going to beat Donald Trump and restore the soul of this nation. With the Nevada caucuses less than one week away, your donation is more important than ever. Chip in today: https://t.co/IoLdFQvOYB",no topic
"@CaraRice104 A little burnt, but I like em crispy",no topic
"Public school kids need fresh produce in the cafeteria. With @Ecoliteracy’s help, Kat and I launched a program now serving over 300 million healthy meals in California each year. Congrats team on the big win. Thank you @GavinNewsom. https://t.co/50e9F4fVky","education, health"
"Gordon Sondland got his job as an ambassador after donating $1 million to Donald Trump’s inaugural committee. Lev Parnas bought access to the president using foreign money. On day one of my presidency, I will take aggressive steps to end Washington corruption.",governance
Dr. Christine Blasey Ford's courage and unfathomable sacrifice inspired others to speak out on an issue that is too often kept in the dark. https://t.co/JrlFpBG60Q,"social cultural, safety"
"Had long planned to have the Republican National Convention in Charlotte, North Carolina, a place I love. Now, @NC_Governor Roy Cooper and his representatives refuse to guarantee that we can have use of the Spectrum Arena - Spend millions of dollars, have everybody arrive, and...",no topic
Glad to have our friends @davidwaxmuseum in South Bend tonight playing in the same spot they did for our wedding ❤️ https://t.co/go67uVY24W,no topic
"My latest colum for @thehill. 

How deadly is the coronavirus?  https://t.co/D22SPpORV5","health, COVID"
"We cannot tackle the most urgent issue facing the world if leaders of the other party continue to deny the problem exists.

https://t.co/UTdQd1Ogcp",no topic
President Trump continuously dishonors everything it means to hold the office of President of the United States of America. We must make him a one-term president.,no topic
"""We need answers on...whether [Trump] has thought through the consequences, in particular for American lives. Not just the troops...but U.S. citizens around the world whose lives may be at risk because of the fallout.""

@PeteButtigieg on the killing of Iranian Gen. Soleimani: https://t.co/orkW3JPfvM","foreign policy, military"
"I just finished my #CNNTownHall. Our campaign is surging in New Hampshire, but I can't do this without you. Donate now and join our team: https://t.co/Wfti4BeG2J",no topic
"An American scholar of Chicana cultural, feminist and queer theory, Gloria Anzaldúa’s work has helped enrich our understanding of what it means to live at the intersections of these vitally important cultures. #HispanicHeritageMonth https://t.co/3nnof8GICN",no topic
"....during a debate). Pocahontas was mean, &amp; undisciplined, mostly aiming at Crazy Bernie and Mini Mike. They don’t know how to handle her, but I know she is a “chocker”. Steyer was a disaster who, along with Mini, are setting records in $’s per vote. Just give me an opponent!",no topic
"Alabama
American Samoa
Arkansas
California
Colorado
Maine
Massachusetts
Minnesota
North Carolina
Oklahoma
Tennessee
Texas
Utah
Vermont
Virginia

Be sure you know how to vote: https://t.co/NPgbX9QXrM #SuperTuesday https://t.co/w7srHqorys",no topic
“Schiff aides worked with Whistleblower.” @foxandfriends  @RepLeeZeldin  Schiff is a lying mess!,no topic
".@JumaaneWilliams is fighting for big, structural change so that New Yorkers’ voices are heard. Make sure to get out and vote tonight by 9 PM, New York!",no topic
"Throughout my life, I’ve fought for issues that demand our attention—equal pay, paid leave, gun safety—and now they’re all on the ballot. Join us to keep fighting:  
https://t.co/1hjP9EAYYA","economic, safety"
"It’s about judgment, not tenure. How can we spend $700 billion on defense when we only spend $70 billion on education? https://t.co/ojJZQmsF8i","economic, military, education"
"We’re in the final sprint to the Iowa Caucuses, and we need everyone’s help. You can make calls, donate, or even get in a car and drive to an early state. 

However you pitch in, it will make a difference:  https://t.co/7PCWXiCldl",no topic
